trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.99}",20,0,-73.78551964211533,"{0: 11, 1: 4, 2: 3, 3: 2, 4: 0}",0
2,False,"{'a': 0.5, 'e': 0.9801}",25,0,-27.89321965095839,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
3,False,"{'a': 0.5, 'e': 0.9702989999999999}",20,2,-71.2810964339581,"{0: 12, 1: 3, 2: 1, 3: 1, 4: 1}",1
4,False,"{'a': 0.5, 'e': 0.96059601}",30,11,-52.72179775792627,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 0}",1
5,False,"{'a': 0.5, 'e': 0.9509900498999999}",30,0,-73.08610397603695,"{0: 20, 1: 6, 2: 3, 3: 0, 4: 1}",0
6,False,"{'a': 0.5, 'e': 0.9414801494009999}",25,0,-179.94262223205965,"{0: 13, 1: 3, 2: 6, 3: 0, 4: 3}",0
7,False,"{'a': 0.5, 'e': 0.9320653479069899}",25,0,-87.6230316814969,"{0: 14, 1: 4, 2: 6, 3: 1, 4: 0}",0
8,False,"{'a': 0.5, 'e': 0.92274469442792}",20,0,-81.55396616498044,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
9,False,"{'a': 0.5, 'e': 0.9135172474836407}",20,0,-52.65324222769074,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
10,False,"{'a': 0.5, 'e': 0.9043820750088043}",25,0,-78.54023789764219,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
11,False,"{'a': 0.5, 'e': 0.8953382542587163}",20,0,-52.027619470298326,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
12,False,"{'a': 0.5, 'e': 0.8863848717161291}",20,0,-60.513943454212765,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
13,False,"{'a': 0.5, 'e': 0.8775210229989678}",25,0,-139.87186039001494,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 3}",0
14,False,"{'a': 0.5, 'e': 0.8687458127689781}",25,0,-65.8241809757981,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
15,False,"{'a': 0.5, 'e': 0.8600583546412883}",30,0,-96.00274025224934,"{0: 20, 1: 3, 2: 4, 3: 3, 4: 0}",0
16,False,"{'a': 0.5, 'e': 0.8514577710948754}",35,0,-122.06906542597133,"{0: 25, 1: 2, 2: 6, 3: 0, 4: 2}",0
17,False,"{'a': 0.5, 'e': 0.8429431933839266}",20,2,-81.41307992837336,"{0: 13, 1: 0, 2: 2, 3: 2, 4: 1}",1
18,False,"{'a': 0.5, 'e': 0.8345137614500874}",20,0,-88.19139050313684,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
19,False,"{'a': 0.5, 'e': 0.8261686238355865}",25,0,-66.87068278614242,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
20,False,"{'a': 0.5, 'e': 0.8179069375972307}",25,0,-16.859618640446442,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
21,False,"{'a': 0.5, 'e': 0.8097278682212583}",20,0,-89.13245539024321,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
22,False,"{'a': 0.5, 'e': 0.8016305895390458}",30,9,-108.80731991301447,"{0: 11, 1: 1, 2: 8, 3: 0, 4: 1}",1
23,False,"{'a': 0.5, 'e': 0.7936142836436553}",25,0,-15.935616285530891,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
24,False,"{'a': 0.5, 'e': 0.7856781408072188}",25,0,-99.26227752650342,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
25,False,"{'a': 0.5, 'e': 0.7778213593991465}",20,0,-63.024445799596045,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
26,False,"{'a': 0.5, 'e': 0.7700431458051551}",35,3,-215.9942584602833,"{0: 18, 1: 1, 2: 9, 3: 1, 4: 3}",1
27,False,"{'a': 0.5, 'e': 0.7623427143471035}",20,0,-37.981740135029526,"{0: 15, 1: 4, 2: 0, 3: 0, 4: 1}",0
28,False,"{'a': 0.5, 'e': 0.7547192872036325}",25,12,-56.02061259072963,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 1}",1
29,False,"{'a': 0.5, 'e': 0.7471720943315961}",25,0,-186.58984920297618,"{0: 12, 1: 2, 2: 7, 3: 2, 4: 2}",0
30,False,"{'a': 0.5, 'e': 0.7397003733882802}",35,3,-144.5488117889919,"{0: 21, 1: 5, 2: 1, 3: 3, 4: 2}",1
31,False,"{'a': 0.5, 'e': 0.7323033696543974}",25,0,-111.47721243725596,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
32,False,"{'a': 0.5, 'e': 0.7249803359578534}",20,0,-83.95356007800184,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",1
33,False,"{'a': 0.5, 'e': 0.7177305325982748}",30,0,-140.1445634824082,"{0: 17, 1: 2, 2: 8, 3: 2, 4: 1}",0
34,False,"{'a': 0.5, 'e': 0.7105532272722921}",20,12,-35.6528260505275,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
35,False,"{'a': 0.5, 'e': 0.7034476949995692}",25,0,-98.6966797859816,"{0: 16, 1: 5, 2: 1, 3: 2, 4: 1}",0
36,False,"{'a': 0.5, 'e': 0.6964132180495735}",25,11,-51.862070793417395,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
37,False,"{'a': 0.5, 'e': 0.6894490858690777}",25,17,0.5564669417204848,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
38,False,"{'a': 0.5, 'e': 0.682554595010387}",25,4,-108.71378549056072,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 2}",1
39,False,"{'a': 0.5, 'e': 0.6757290490602831}",25,0,-197.10067469365225,"{0: 13, 1: 2, 2: 6, 3: 1, 4: 3}",0
40,False,"{'a': 0.5, 'e': 0.6689717585696803}",25,15,-26.021535793789273,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 0}",1
41,False,"{'a': 0.5, 'e': 0.6622820409839835}",25,0,-138.55197306949088,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
42,False,"{'a': 0.5, 'e': 0.6556592205741436}",25,11,-11.681136292305684,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
43,False,"{'a': 0.5, 'e': 0.6491026283684022}",30,12,-27.575965567890773,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 0}",1
44,False,"{'a': 0.5, 'e': 0.6426116020847181}",20,4,-93.82212120860743,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 2}",1
45,False,"{'a': 0.5, 'e': 0.6361854860638709}",30,1,-64.23109115074355,"{0: 24, 1: 0, 2: 3, 3: 1, 4: 1}",1
46,False,"{'a': 0.5, 'e': 0.6298236312032323}",30,0,-139.95232634761615,"{0: 22, 1: 2, 2: 2, 3: 1, 4: 3}",0
47,False,"{'a': 0.5, 'e': 0.6235253948912}",25,14,-87.75744572235949,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 2}",1
48,False,"{'a': 0.5, 'e': 0.617290140942288}",25,15,-61.883287263012,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 1}",1
49,False,"{'a': 0.5, 'e': 0.6111172395328651}",20,9,-26.74168222365043,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 0}",1
50,False,"{'a': 0.5, 'e': 0.6050060671375365}",20,6,-13.584920658661378,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
51,False,"{'a': 0.5, 'e': 0.5989560064661611}",20,3,-2.591972534625622,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
52,False,"{'a': 0.5, 'e': 0.5929664464014994}",30,0,-98.35518096222488,"{0: 21, 1: 3, 2: 3, 3: 2, 4: 1}",0
53,False,"{'a': 0.5, 'e': 0.5870367819374844}",20,0,-66.14584509460192,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",1
54,False,"{'a': 0.5, 'e': 0.5811664141181095}",30,0,-113.15150325960487,"{0: 18, 1: 4, 2: 6, 3: 1, 4: 1}",0
55,False,"{'a': 0.5, 'e': 0.5753547499769285}",20,9,-59.5629976609977,"{0: 6, 1: 2, 2: 2, 3: 0, 4: 1}",1
56,False,"{'a': 0.5, 'e': 0.5696012024771592}",20,0,-43.24893817632875,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
57,False,"{'a': 0.5, 'e': 0.5639051904523876}",25,14,20.05427212090909,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,False,"{'a': 0.5, 'e': 0.5582661385478638}",20,2,-19.11141873848243,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 0}",1
59,False,"{'a': 0.5, 'e': 0.5526834771623851}",30,18,-14.066292301828895,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
60,False,"{'a': 0.5, 'e': 0.5471566423907612}",30,0,-92.56345663118014,"{0: 24, 1: 1, 2: 2, 3: 1, 4: 2}",0
61,False,"{'a': 0.5, 'e': 0.5416850759668536}",20,0,-95.49756365734902,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
62,False,"{'a': 0.5, 'e': 0.536268225207185}",25,8,-43.72081070620647,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
63,False,"{'a': 0.5, 'e': 0.5309055429551132}",30,18,-0.20842977775624805,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
64,False,"{'a': 0.5, 'e': 0.525596487525562}",20,0,-69.85505555653084,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
65,False,"{'a': 0.5, 'e': 0.5203405226503064}",25,0,-63.840268598961835,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
66,False,"{'a': 0.5, 'e': 0.5151371174238033}",25,17,12.28672161353773,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,False,"{'a': 0.5, 'e': 0.5099857462495653}",20,14,10.255806262027285,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,False,"{'a': 0.5, 'e': 0.5048858887870696}",20,0,-100.70375408758069,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
69,False,"{'a': 0.5, 'e': 0.4998370298991989}",30,9,-4.140087456678723,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 0}",1
70,False,"{'a': 0.5, 'e': 0.49483865960020695}",20,15,10.577534948227989,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,False,"{'a': 0.5, 'e': 0.4898902730042049}",20,4,-60.233704799682975,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 1}",1
72,False,"{'a': 0.5, 'e': 0.48499137027416284}",20,13,-9.343028392935832,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
73,False,"{'a': 0.5, 'e': 0.4801414565714212}",20,6,-12.036307313491351,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
74,False,"{'a': 0.5, 'e': 0.475340042005707}",25,15,-10.846094039066713,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
75,False,"{'a': 0.5, 'e': 0.47058664158564995}",30,24,12.578725221141312,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,False,"{'a': 0.5, 'e': 0.4658807751697934}",20,0,-23.549915630039152,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
77,False,"{'a': 0.5, 'e': 0.4612219674180955}",20,0,0.719664988214457,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
78,False,"{'a': 0.5, 'e': 0.45660974774391455}",25,0,-62.07206010446811,"{0: 16, 1: 4, 2: 4, 3: 1, 4: 0}",0
79,False,"{'a': 0.5, 'e': 0.4520436502664754}",25,0,-26.783943542711768,"{0: 18, 1: 5, 2: 1, 3: 1, 4: 0}",0
80,False,"{'a': 0.5, 'e': 0.44752321376381066}",20,12,1.8772310065463027,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
81,False,"{'a': 0.5, 'e': 0.44304798162617254}",30,18,9.468320342047708,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
82,False,"{'a': 0.5, 'e': 0.4386175018099108}",25,0,-25.50495853418366,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
83,False,"{'a': 0.5, 'e': 0.4342313267918117}",20,0,30.165130998785223,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
84,False,"{'a': 0.5, 'e': 0.4298890135238936}",25,14,-20.637879089570866,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
85,False,"{'a': 0.5, 'e': 0.42559012338865465}",25,0,18.6977096794562,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
86,False,"{'a': 0.5, 'e': 0.4213342221547681}",25,15,11.687308658622957,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
87,False,"{'a': 0.5, 'e': 0.41712087993322045}",20,0,-35.89402474069659,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
88,False,"{'a': 0.5, 'e': 0.41294967113388825}",30,18,-1.0406122384664234,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
89,False,"{'a': 0.5, 'e': 0.40882017442254937}",20,13,-5.667317766837689,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
90,False,"{'a': 0.5, 'e': 0.4047319726783239}",30,11,7.328824823787994,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
91,False,"{'a': 0.5, 'e': 0.40068465295154065}",30,10,-36.73929035321747,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",1
92,False,"{'a': 0.5, 'e': 0.39667780642202527}",20,12,-5.7535632293453265,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
93,False,"{'a': 0.5, 'e': 0.392711028357805}",20,0,-115.45159955675098,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 2}",0
94,False,"{'a': 0.5, 'e': 0.38878391807422696}",25,0,-54.171080881500416,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
95,False,"{'a': 0.5, 'e': 0.3848960788934847}",20,13,-41.52047121718845,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
96,False,"{'a': 0.5, 'e': 0.38104711810454983}",20,7,-7.638368299747927,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
97,False,"{'a': 0.5, 'e': 0.37723664692350434}",20,6,-8.695893398773734,"{0: 10, 1: 3, 2: 1, 3: 0, 4: 0}",1
98,False,"{'a': 0.5, 'e': 0.37346428045426927}",30,11,-5.6344850691737305,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
99,False,"{'a': 0.5, 'e': 0.36972963764972655}",30,0,12.445746137006097,"{0: 26, 1: 3, 2: 1, 3: 0, 4: 0}",0
100,False,"{'a': 0.5, 'e': 0.36603234127322926}",20,8,-53.42154809729058,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
101,False,"{'a': 0.5, 'e': 0.36237201786049694}",25,11,-3.747717858002081,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
102,False,"{'a': 0.5, 'e': 0.358748297681892}",20,12,-14.838976582367469,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
103,False,"{'a': 0.5, 'e': 0.35516081470507305}",20,0,6.83341700971758,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
104,False,"{'a': 0.5, 'e': 0.3516092065580223}",25,9,-49.98689695557858,"{0: 12, 1: 2, 2: 0, 3: 1, 4: 1}",1
105,False,"{'a': 0.5, 'e': 0.34809311449244207}",20,10,-18.40525289007417,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
106,False,"{'a': 0.5, 'e': 0.34461218334751764}",25,7,-5.785690379665095,"{0: 15, 1: 2, 2: 0, 3: 1, 4: 0}",1
107,False,"{'a': 0.5, 'e': 0.34116606151404244}",25,20,6.697152039408284,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.5, 'e': 0.337754400898902}",20,11,8.611540488696624,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
109,False,"{'a': 0.5, 'e': 0.334376856889913}",20,12,-30.0621037131304,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
110,False,"{'a': 0.5, 'e': 0.33103308832101386}",20,8,11.435007927223909,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
111,False,"{'a': 0.5, 'e': 0.3277227574378037}",20,14,13.143074336332006,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
112,False,"{'a': 0.5, 'e': 0.3244455298634257}",30,15,-39.11579407670168,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
113,False,"{'a': 0.5, 'e': 0.3212010745647914}",20,0,-29.867615562994157,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
114,False,"{'a': 0.5, 'e': 0.3179890638191435}",25,12,15.509547668569311,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.5, 'e': 0.31480917318095203}",25,11,-10.46147265472153,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
116,False,"{'a': 0.5, 'e': 0.3116610814491425}",35,26,20.80442788551842,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.5, 'e': 0.30854447063465107}",30,6,0.6367430832725012,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 0}",1
118,False,"{'a': 0.5, 'e': 0.30545902592830454}",20,4,18.859401317811745,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.5, 'e': 0.3024044356690215}",30,19,20.148563060736375,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
120,False,"{'a': 0.5, 'e': 0.29938039131233124}",25,0,-15.231258821375055,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
121,False,"{'a': 0.5, 'e': 0.2963865873992079}",20,0,-40.0561394158576,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
122,False,"{'a': 0.5, 'e': 0.29342272152521587}",25,5,32.838255741628174,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.5, 'e': 0.2904884943099637}",20,12,-40.27578067421378,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
124,False,"{'a': 0.5, 'e': 0.28758360936686406}",20,13,6.486750556310551,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.5, 'e': 0.2847077732731954}",25,0,-37.75696247414234,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
126,False,"{'a': 0.5, 'e': 0.28186069554046345}",30,0,9.16956753974722,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
127,False,"{'a': 0.5, 'e': 0.2790420885850588}",20,11,15.064737249274762,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.5, 'e': 0.2762516676992082}",20,15,1.7852989116508142,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.5, 'e': 0.27348915102221616}",25,11,23.567349000551463,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.5, 'e': 0.270754259511994}",25,10,13.527725608445278,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.5, 'e': 0.26804671691687404}",20,14,-0.8939021509082341,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
132,False,"{'a': 0.5, 'e': 0.2653662497477053}",35,15,-29.906629909905107,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",1
133,False,"{'a': 0.5, 'e': 0.2627125872502282}",20,6,20.01687038546512,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.5, 'e': 0.2600854613777259}",30,0,-14.022927402153588,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
135,False,"{'a': 0.5, 'e': 0.2574846067639487}",25,19,9.7830609037233,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.5, 'e': 0.2549097606963092}",20,9,14.668707587820778,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.5, 'e': 0.2523606630893461}",30,3,7.872307952871474,"{0: 23, 1: 3, 2: 1, 3: 0, 4: 0}",1
138,False,"{'a': 0.5, 'e': 0.24983705645845267}",30,13,-2.334247753392524,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
139,False,"{'a': 0.5, 'e': 0.24733868589386815}",20,0,32.54494153161799,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
140,False,"{'a': 0.5, 'e': 0.24486529903492946}",25,0,-4.812156284600046,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
141,False,"{'a': 0.5, 'e': 0.24241664604458016}",25,8,19.330566054961665,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.5, 'e': 0.23999247958413436}",20,10,-21.015752333503524,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
143,False,"{'a': 0.5, 'e': 0.23759255478829303}",25,7,-50.07466263515169,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 1}",1
144,False,"{'a': 0.5, 'e': 0.2352166292404101}",25,20,7.17647720963163,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.5, 'e': 0.232864462948006}",25,6,27.477571775263513,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.23053581831852593}",20,11,12.271662813309957,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.5, 'e': 0.22823046013534068}",20,5,-15.392298646230076,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
148,False,"{'a': 0.5, 'e': 0.22594815553398728}",20,13,1.078187070947387,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
149,False,"{'a': 0.5, 'e': 0.22368867397864742}",25,1,-11.5928761706151,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 0}",1
150,False,"{'a': 0.5, 'e': 0.22145178723886094}",25,13,9.876480936687368,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
151,False,"{'a': 0.5, 'e': 0.21923726936647234}",30,7,28.3099377707266,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
152,False,"{'a': 0.5, 'e': 0.2170448966728076}",20,5,6.47133569199672,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
153,False,"{'a': 0.5, 'e': 0.21487444770607952}",20,16,6.994038951252915,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.5, 'e': 0.21272570322901874}",30,18,21.11648611635525,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.21059844619672854}",20,3,21.323855260341233,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
156,False,"{'a': 0.5, 'e': 0.20849246173476127}",20,6,11.16513888472438,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
157,False,"{'a': 0.5, 'e': 0.20640753711741366}",20,2,-5.436036493242167,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
158,False,"{'a': 0.5, 'e': 0.20434346174623952}",25,12,21.93081238146481,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.5, 'e': 0.20230002712877712}",25,0,6.309680046074098,"{0: 22, 1: 2, 2: 0, 3: 1, 4: 0}",0
160,False,"{'a': 0.5, 'e': 0.20027702685748935}",20,16,6.404576012430708,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.5, 'e': 0.19827425658891445}",25,11,27.6147391430424,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.5, 'e': 0.1962915140230253}",25,3,12.901512089277514,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
163,False,"{'a': 0.5, 'e': 0.19432859888279505}",20,11,19.361308909012656,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.5, 'e': 0.1923853128939671}",30,20,16.945492726194338,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.5, 'e': 0.19046145976502743}",25,11,-30.090116498951225,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
166,False,"{'a': 0.5, 'e': 0.18855684516737714}",30,9,29.788925073019065,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.5, 'e': 0.18667127671570335}",30,11,-40.15768662835845,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 1}",1
168,False,"{'a': 0.5, 'e': 0.18480456394854633}",20,13,15.147371138705148,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.5, 'e': 0.18295651830906087}",25,16,9.129371216801836,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.5, 'e': 0.18112695312597027}",20,11,15.130581409515486,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.5, 'e': 0.17931568359471056}",25,3,29.317997093961544,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.5, 'e': 0.17752252675876345}",20,14,-13.196907811656347,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
173,False,"{'a': 0.5, 'e': 0.17574730149117582}",35,24,21.888091363777857,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.5, 'e': 0.17398982847626407}",25,13,18.642902603714937,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.5, 'e': 0.17224993019150142}",30,7,-20.4170283815293,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 1}",1
176,False,"{'a': 0.5, 'e': 0.1705274308895864}",20,11,-26.53790692217272,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
177,False,"{'a': 0.5, 'e': 0.16882215658069055}",20,7,13.534671939376537,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
178,False,"{'a': 0.5, 'e': 0.16713393501488363}",20,12,14.038581353649906,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.5, 'e': 0.16546259566473479}",20,0,30.366747048677027,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.5, 'e': 0.16380796970808745}",25,11,23.04258525647903,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.5, 'e': 0.16216989001100657}",30,10,14.218451518044754,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
182,False,"{'a': 0.5, 'e': 0.1605481911108965}",20,14,11.55784798651331,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.5, 'e': 0.15894270919978754}",20,8,-33.12073637463053,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
184,False,"{'a': 0.5, 'e': 0.15735328210778965}",25,14,23.95313180092196,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
